ニュース,nyuusu,news,ニュースを見る。 (Watch the news.)
帰る,kaeru,to return; to go home,家に帰る。 (Go home.)
それぞれ,sorezore,each; respectively,それぞれ違う。 (Each is different.)
自然,shizen,nature; natural,自然が美しい。 (Nature is beautiful.)
商品,shouhin,product; goods,商品を買う。 (Buy products.)
なかなか,nakanaka,quite; fairly; not easily,なかなか難しい。 (Quite difficult.)
発表,happyou,announcement; presentation,発表する (to announce)
教える,oshieru,to teach,日本語を教える。 (Teach Japanese.)
目的,mokuteki,purpose; aim,目的がある。 (Have a purpose.)
影響,eikyou,influence; effect,影響がある。 (Has influence.)
地方,chihou,region; local area,地方都市 (local city)
生きる,ikiru,to live,生きる意味 (meaning of life)
だから,dakara,so; therefore,だから行けない。 (So I can't go.)
テレビ,terebi,TV; television,テレビを見る。 (Watch TV.)
一緒,issho,together,一緒に行く。 (Go together.)
面,men,face; surface; aspect,面白い (interesting)
顔,kao,face,顔を見る。 (Look at the face.)
選手,senshu,player; athlete,野球選手 (baseball player)
楽しい,tanoshii,fun; enjoyable,楽しい時間 (fun time)
道,michi,road; way,道を歩く。 (Walk on the road.)
けれど,keredo,but; however,高いけれど良い。 (Expensive but good.)
みんな,minna,everyone; all,みんな来た。 (Everyone came.)
子ども,kodomo,child,子どもが遊ぶ。 (Children play.)
実は,jitsu wa,actually; in fact,"実は、知らなかった。 (Actually, I didn't know.)"
確か,tashika,sure; certain,確かです。 (I'm sure.)
でる,deru,to leave; to go out,家を出る。 (Leave the house.)
千,sen,thousand,千人 (thousand people)
確認,kakunin,confirmation; check,確認する (to confirm)
ありがとう,arigatou,thank you,ありがとうございます。 (Thank you very much.)
夜,yoru,night; evening,夜に寝る。 (Sleep at night.)
例えば,tatoeba,for example,"例えば、りんご。 (For example, apples.)"
中心,chuushin,center; core,街の中心 (center of town)
市場,ichiba/shijou,market,市場に行く。 (Go to the market.)
音,oto,sound,音が聞こえる。 (I can hear a sound.)
提供,teikyou,provision; offer,サービスを提供する。 (Provide service.)
事実,jijitsu,fact,事実です。 (It's a fact.)
地,chi,ground; land,土地 (land)
簡単,kantan,simple; easy,簡単な問題 (simple problem)
面白い,omoshiroi,interesting; funny,面白い本 (interesting book)
朝,asa,morning,朝ごはん (breakfast)
版,han,edition; version,新版 (new edition)
学,gaku,learning; study,学校 (school)
なぜ,naze,why,なぜですか？ (Why?)
当然,touzen,of course; natural,当然です。 (Of course.)
以下,ika,below; less than,以下です。 (As follows.)
責任,sekinin,responsibility,責任がある。 (Have responsibility.)
六,roku,six,六人 (six people)
ゲーム,geemu,game,ゲームをする。 (Play a game.)
議論,giron,discussion; debate,議論する (to discuss)
これら,korera,these,これらは本です。 (These are books.)
以前,izen,before; previously,以前は学生だった。 (I was a student before.)
位,kurai/i,rank; position; about,一位 (first place)
データ,deeta,data,データを分析する。 (Analyze data.)
示す,shimesu,to show; to indicate,例を示す。 (Show an example.)
判断,handan,judgment; decision,判断する (to judge)
例,rei,example,例えば (for example)
専門,senmon,specialty; expert,専門家 (specialist)
家族,kazoku,family,家族と一緒 (with family)
しかも,shikamo,moreover; furthermore,しかも安い。 (Moreover, it's cheap.)
初めて,hajimete,for the first time,初めて会う。 (Meet for the first time.)
勉強,benkyou,study; learning,勉強する (to study)
申し上げる,moushiageru,to say (humble),申し上げます。 (I say [humble].)
話す,hanasu,to speak; to talk,日本語を話す。 (Speak Japanese.)
もつ,motsu,to hold; to have,ペンを持つ。 (Hold a pen.)
期待,kitai,expectation; hope,期待する (to expect)
難しい,muzukashii,difficult; hard,難しい問題 (difficult problem)
そこで,soko de,so; therefore; there,そこで決めた。 (So I decided.)
いま,ima,now,今、何時？ (What time is it now?)
全く,mattaku,completely; entirely,全く違う。 (Completely different.)
韓国,kankoku,South Korea,韓国に行く。 (Go to South Korea.)
外,soto/gai,outside; foreign,外に出る。 (Go outside.)
たくさん,takusan,many; a lot,たくさんの人 (many people)
効果,kouka,effect; effectiveness,効果がある。 (It's effective.)
検討,kentou,consideration; examination,検討する (to consider)
各,kaku,each; every,各国 (each country)
普通,futsuu,normal; usual,普通の人 (normal person)
組織,soshiki,organization,組織を作る。 (Create an organization.)
政策,seisaku,policy,経済政策 (economic policy)
町,machi,town; city,町を歩く。 (Walk through town.)
行動,koudou,action; behavior,行動する (to act)
年間,nenkan,year; annual,年間計画 (annual plan)
こそ,koso,indeed; precisely,これこそ (this is precisely it)
置く,oku,to put; to place,机の上に置く。 (Put on the desk.)
率,ritsu,rate; ratio,成功率 (success rate)
当時,touji,at that time; then,当時は若かった。 (I was young then.)
学生,gakusei,student,学生です。 (I am a student.)
飲む,nomu,to drink,水を飲む。 (Drink water.)
海,umi,sea; ocean,海に行く。 (Go to the sea.)
よく,yoku,well; often,よく食べる。 (Eat often.)
販売,hanbai,sale; selling,販売する (to sell)
どんな,donna,what kind of,どんな本？ (What kind of book?)
つつ,tsutsu,while; as,歩きつつ (while walking)
購入,kounyuu,purchase,購入する (to purchase)
科学,kagaku,science,科学を学ぶ。 (Study science.)
監督,kantoku,director; coach,映画監督 (film director)
意識,ishiki,consciousness; awareness,意識がある。 (Be conscious.)
認める,mitomeru,to recognize; to admit,認める (to recognize)
欲しい,hoshii,want; desired,本が欲しい。 (I want a book.)
九,kyuu/ku,nine,九人 (nine people)
わ,wa,sentence ending (female),いいわ。 (That's good [female].)
通り,toori,street; way; as,この通り (this street)
とも,tomo,both; together; also,私も (I also)
立つ,tatsu,to stand,立ってください。 (Please stand.)
生産,seisan,production,生産する (to produce)
表現,hyougen,expression,表現する (to express)
戦争,sensou,war,戦争を避ける。 (Avoid war.)
ねる,neru,to sleep; to lie down,寝る (to sleep)
参考,sankou,reference,参考にする。 (Use as reference.)
始まる,hajimaru,to begin; to start,会議が始まる。 (The meeting begins.)
ひとつ,hitotsu,one,一つください。 (One, please.)
その他,sono hoka,others; the rest,その他の人 (other people)
決定,kettei,decision,決定する (to decide)
まあ,maa,well; I suppose,まあ、いいでしょう。 (Well, that's fine.)
ぐらい,gurai,about; approximately,三時ぐらい (around 3 o'clock)
曲,kyoku,song; music; curve,曲を聞く。 (Listen to a song.)
同,dou,same; identical,同じ (same)
やっぱり,yappari,as expected; after all,やっぱりそうだ。 (As expected.)
法律,houritsu,law,法律を守る。 (Obey the law.)
機関,kikan,institution; organ,政府機関 (government institution)
開く,hiraku/aku,to open,ドアを開く。 (Open the door.)
ビジネス,bijinesu,business,ビジネスをする。 (Do business.)
さて,sate,well; now,さて、始めましょう。 (Well, let's begin.)
対象,taishou,target; subject,対象を選ぶ。 (Choose a target.)
チーム,chiimu,team,チームを作る。 (Form a team.)
現実,genjitsu,reality,現実を受け入れる。 (Accept reality.)
進む,susumu,to advance; to proceed,前に進む。 (Move forward.)
対策,taisaku,countermeasure,対策を考える。 (Think of countermeasures.)
作業,sagyou,work; task,作業をする。 (Do work.)
すごい,sugoi,amazing; great,すごい！ (Amazing!)
価値,kachi,value; worth,価値がある。 (Has value.)
テーマ,teema,theme; topic,テーマを選ぶ。 (Choose a theme.)
十分,juubun,enough; sufficient,十分です。 (It's enough.)
含む,fukumu,to include,これを含む。 (Include this.)
一部,ichibu,part; portion,一部だけ (only a part)
語,go,word; language,日本語 (Japanese language)
決める,kimeru,to decide,決める (to decide)
姿,sugata,figure; appearance,姿が見える。 (See the figure.)
新聞,shinbun,newspaper,新聞を読む。 (Read a newspaper.)
一方,ippou,on the other hand; one side,一方で (on the other hand)
風,kaze,wind; style,風が強い。 (The wind is strong.)
八,hachi,eight,八人 (eight people)
際,sai,occasion; time,この際 (on this occasion)
考え,kangae,thought; idea,考えがある。 (Have an idea.)
残る,nokoru,to remain; to be left,残る (to remain)
論,ron,theory; argument,理論 (theory)
のみ,nomi,only; nothing but,これのみ (only this)
全て,subete,all; everything,全て終わった。 (Everything is finished.)
及び,oyobi,and; as well as,A及びB (A and B)
大臣,daijin,minister,外務大臣 (foreign minister)
神,kami,god; deity,神を信じる。 (Believe in god.)
国家,kokka,nation; state,国家を守る。 (Protect the nation.)
件,ken,matter; case,この件 (this matter)
語る,kataru,to tell; to narrate,話を語る。 (Tell a story.)
毎日,mainichi,every day,毎日勉強する。 (Study every day.)
俺,ore,I; me (casual, male),俺は学生だ。 (I am a student.)
試合,shiai,game; match,試合をする。 (Play a match.)
もし,moshi,if,もし雨なら (if it rains)
七,nana/shichi,seven,七人 (seven people)
ま,ma,pause particle,そうだま。 (That's right.)
会議,kaigi,meeting; conference,会議がある。 (There's a meeting.)
いつ,itsu,when,いつ来ますか？ (When will you come?)
指摘,shiteki,pointing out,指摘する (to point out)
言える,ieru,can say,言える (can say)
歩く,aruku,to walk,道を歩く。 (Walk on the road.)
製品,seihin,product,製品を作る。 (Make a product.)
変化,henka,change,変化がある。 (There's a change.)
結局,kekkyoku,after all; finally,結局行った。 (I went after all.)
消費,shouhi,consumption,消費する (to consume)
保険,hoken,insurance,保険に入る。 (Get insurance.)
具体,gutaiteki,concrete; specific,具体的に (concretely)
あげる,ageru,to give; to raise,プレゼントをあげる。 (Give a present.)
人生,jinsei,life,人生を楽しむ。 (Enjoy life.)
量,ryou,amount; quantity,量が多い。 (Large amount.)
米国,beikoku,America; USA,米国に行く。 (Go to America.)
表示,hyouji,display; indication,表示する (to display)
変える,kaeru,to change,計画を変える。 (Change the plan.)
精神,seishin,spirit; mind,精神が強い。 (Strong spirit.)
街,machi,town; street,街を歩く。 (Walk through town.)
過去,kako,past,過去を振り返る。 (Look back at the past.)
レベル,reberu,level,高いレベル (high level)
我々,wareware,we; us,我々は学生だ。 (We are students.)
インターネット,intaanetto,internet,インターネットを使う。 (Use the internet.)
能力,nouryoku,ability,能力がある。 (Have ability.)
選ぶ,erabu,to choose; to select,本を選ぶ。 (Choose a book.)
指導,shidou,guidance; instruction,指導する (to guide)
更新,koushin,update; renewal,更新する (to update)
公開,koukai,public; open,公開する (to make public)
日本語,nihongo,Japanese language,日本語を勉強する。 (Study Japanese.)
皆さん,minasan,everyone (polite),皆さん、こんにちは。 (Hello, everyone.)
働く,hataraku,to work,会社で働く。 (Work at a company.)
屋,ya,shop; store,本屋 (bookstore)
ほか,hoka,other; else,他に何か？ (Anything else?)
女,onna,woman; female,女の人 (woman)
昔,mukashi,old days; past,昔の話 (old story)
担当,tantou,in charge; responsible,担当する (to be in charge)
費,hi,expense; cost,費用 (expense)
わたし,watashi,I; me,私は学生です。 (I am a student.)
送る,okuru,to send,手紙を送る。 (Send a letter.)
明日,ashita,tomorrow,明日会いましょう。 (Let's meet tomorrow.)
旅行,ryokou,travel; trip,旅行に行く。 (Go on a trip.)
夢,yume,dream,夢を見る。 (Have a dream.)
それから,sore kara,and then; after that,それから帰った。 (Then I went home.)
明らか,akiraka,clear; obvious,明らかだ。 (It's clear.)
乗る,noru,to ride; to board,電車に乗る。 (Ride the train.)
つくる,tsukuru,to make; to create,料理を作る。 (Make food.)
木,ki,tree; wood,木を植える。 (Plant a tree.)
機,ki,machine; opportunity,機械 (machine)
大切,taisetsu,important; precious,大切なもの (precious thing)
忘れる,wasureru,to forget,忘れる (to forget)
局,kyoku,bureau; station,郵便局 (post office)
行政,gyousei,administration,行政機関 (administrative organ)
安全,anzen,safety; safe,安全な場所 (safe place)
外国,gaikoku,foreign country,外国に行く。 (Go to a foreign country.)
増える,fueru,to increase,人が増える。 (People increase.)
お金,okane,money,お金がない。 (I have no money.)
資料,shiryou,materials; data,資料を集める。 (Collect materials.)
部屋,heya,room,部屋に入る。 (Enter the room.)
行為,koui,act; action,行為をする。 (Perform an act.)
いや,iya,no; unpleasant,いやだ。 (I don't like it.)
なん,nan,what,何ですか？ (What is it?)
楽しむ,tanoshimu,to enjoy,音楽を楽しむ。 (Enjoy music.)
色,iro,color,色を選ぶ。 (Choose a color.)
待つ,matsu,to wait,待ってください。 (Please wait.)
登録,touroku,registration,登録する (to register)
ドイツ,doitsu,Germany,ドイツに行く。 (Go to Germany.)
うまい,umai,delicious; skillful,うまい料理 (delicious food)
設定,settei,setting; configuration,設定する (to set)
どういう,dou iu,what kind of,どういう意味？ (What does it mean?)
述べる,noberu,to state; to mention,述べる (to state)
成功,seikou,success,成功する (to succeed)
努力,doryoku,effort,努力する (to make effort)
戦,sen,war; battle,戦う (to fight)
団体,dantai,group; organization,団体を作る。 (Form a group.)
につきまして,ni tsukimashite,regarding; concerning,この件につきまして (regarding this matter)
支援,shien,support,支援する (to support)
最も,mottomo,most,最も好き。 (Like the most.)
自己,jiko,self,自己紹介 (self-introduction)
全,zen,all; whole,全部 (all)
年度,nendo,fiscal year,年度末 (end of fiscal year)
運動,undou,exercise; movement,運動する (to exercise)
構造,kouzou,structure,構造を理解する。 (Understand the structure.)
特別,tokubetsu,special,特別な日 (special day)
解決,kaiketsu,solution,解決する (to solve)
完全,kanzen,complete; perfect,完全だ。 (It's complete.)
品,shina,product; goods,商品 (product)
訳,wake/yaku,reason; translation,訳がある。 (There's a reason.)
向かう,mukau,to head for; to face,学校に向かう。 (Head for school.)
男性,dansei,man; male,男性の人 (man)
結構,kekkou,fine; quite,結構です。 (That's fine.)
産業,sangyou,industry,産業を発展させる。 (Develop industry.)
軍,gun,military; army,軍隊 (military)
主,shu/omo,main; principal,主な理由 (main reason)
に関して,ni kanshite,regarding; about,日本に関して (about Japan)
人気,ninki,popularity,人気がある。 (It's popular.)
お話,ohanashi,story; talk,お話を聞く。 (Listen to a story.)
駅,eki,station,駅に行く。 (Go to the station.)
描く,egaku,to draw; to depict,絵を描く。 (Draw a picture.)
近く,chikaku,nearby; vicinity,近くの店 (nearby shop)
最終,saishuu,final; last,最終日 (final day)
ドル,doru,dollar,100ドル (100 dollars)
過ぎる,sugiru,to pass; to exceed,時間が過ぎる。 (Time passes.)
保護,hogo,protection,保護する (to protect)
上げる,ageru,to raise; to increase,手を上げる。 (Raise hand.)
再,sai,again; re-,再開する (to resume)
グループ,guruupu,group,グループを作る。 (Form a group.)
生,sei/umare,life; birth,人生 (life)
ポイント,pointo,point,ポイントを集める。 (Collect points.)
ども,domo,plural marker,私ども (we [humble])
センター,sentaa,center,ショッピングセンター (shopping center)
開催,kaisai,holding; hosting,開催する (to hold)
方向,houkou,direction,方向を変える。 (Change direction.)
改革,kaikaku,reform,改革する (to reform)
検索,kensaku,search,検索する (to search)
走る,hashiru,to run,走る (to run)
，,comma,pause mark/same as English,
生まれる,umareru,to be born,生まれる (to be born)
起こる,okoru,to occur; to happen,事件が起こる。 (An incident occurs.)
健康,kenkou,health,健康が大切。 (Health is important.)
障害,shougai,obstacle; disability,障害を乗り越える。 (Overcome obstacles.)
ヶ月,kagetsu,months,三ヶ月 (three months)
起きる,okiru,to wake up; to occur,早く起きる。 (Wake up early.)
協力,kyouryoku,cooperation,協力する (to cooperate)
時期,jiki,period; time,この時期 (this period)
料理,ryouri,cooking; dish,料理を作る。 (Cook food.)
考え方,kangaekata,way of thinking,考え方が違う。 (Different way of thinking.)
医療,iryou,medical care,医療を受ける。 (Receive medical care.)
頂く,itadaku,to receive (humble),頂きます。 (Thank you for the meal.)
金融,kin'yuu,finance,金融機関 (financial institution)
売る,uru,to sell,本を売る。 (Sell a book.)
試験,shiken,exam; test,試験を受ける。 (Take an exam.)
により,ni yori,by; according to,法律により (according to law)
進める,susumeru,to advance; to promote,計画を進める。 (Advance the plan.)
死ぬ,shinu,to die,死ぬ (to die)
フランス,furansu,France,フランスに行く。 (Go to France.)
近い,chikai,close; near,近い場所 (nearby place)
立場,tachiba,position; standpoint,立場が違う。 (Different position.)
契約,keiyaku,contract,契約を結ぶ。 (Make a contract.)
すでに,sudeni,already,すでに終わった。 (Already finished.)
条件,jouken,condition; requirement,条件がある。 (There's a condition.)
放送,housou,broadcast,放送する (to broadcast)
全国,zenkoku,nationwide; all over the country,全国大会 (national tournament)
違い,chigai,difference,違いがある。 (There's a difference.)
室,shitsu,room,教室 (classroom)
なあ,naa,sentence ending (emotion),いいなあ。 (That's nice.)
枚,mai,counter for flat objects,三枚 (three sheets)
ずっと,zutto,all the time; much,ずっと好き。 (I like it a lot.)
作成,sakusei,creation; making,作成する (to create)
足,ashi,foot; leg,足が痛い。 (Foot hurts.)
学ぶ,manabu,to learn; to study,日本語を学ぶ。 (Learn Japanese.)
成長,seichou,growth,成長する (to grow)
施設,shisetsu,facility,公共施設 (public facility)
登場,toujou,appearance; entrance,登場する (to appear)
知識,chishiki,knowledge,知識がある。 (Have knowledge.)
携帯,keitai,mobile phone,携帯電話 (mobile phone)
実現,jitsugen,realization,実現する (to realize)
友人,yuujin,friend,友人がいる。 (Have a friend.)
海外,kaigai,overseas; abroad,海外に行く。 (Go abroad.)
原因,gen'in,cause; reason,原因を調べる。 (Investigate the cause.)
実施,jisshi,implementation,実施する (to implement)
昨年,sakunen,last year,昨年行った。 (I went last year.)
探す,sagasu,to search; to look for,仕事を探す。 (Look for work.)
病院,byouin,hospital,病院に行く。 (Go to the hospital.)
代,dai,generation; era; substitute,現代 (modern era)
認識,ninshiki,recognition; awareness,認識する (to recognize)
夏,natsu,summer,夏が好き。 (I like summer.)
および,oyobi,and; as well as,AおよびB (A and B)
イメージ,imeeji,image; impression,イメージが良い。 (Good image.)
段階,dankai,stage; phase,次の段階 (next stage)
発生,hassei,occurrence,発生する (to occur)
反対,hantai,opposition; opposite,反対する (to oppose)
会う,au,to meet,友達に会う。 (Meet a friend.)
期間,kikan,period; term,期間中 (during the period)
区,ku,ward; district,東京23区 (Tokyo's 23 wards)
トップ,toppu,top,トップを目指す。 (Aim for the top.)
条,jou,article; clause,第一条 (article 1)
若い,wakai,young,若い人 (young person)
見せる,miseru,to show,写真を見せる。 (Show a photo.)
午後,gogo,afternoon,午後三時 (3 PM)
税,zei,tax,税金 (tax)
主張,shuchou,claim; assertion,主張する (to claim)
変更,henkou,change; modification,変更する (to change)
サッカー,sakkaa,soccer,サッカーをする。 (Play soccer.)
パソコン,pasokon,PC; personal computer,パソコンを使う。 (Use a PC.)
限り,kagiri,as long as; limit,可能な限り (as much as possible)
高,taka,high; height,高い (high)
番組,bangumi,program; show,テレビ番組 (TV program)
今度,kondo,next time; this time,今度会いましょう。 (Let's meet next time.)
ホームページ,hoomupage,homepage; website,ホームページを見る。 (View the homepage.)
準備,junbi,preparation,準備する (to prepare)
処理,shori,processing; handling,処理する (to process)
口,kuchi,mouth,口を開ける。 (Open mouth.)
式,shiki,ceremony; formula,式に出席する。 (Attend a ceremony.)
または,matawa,or,AまたはB (A or B)
だって,datte,but; because,だって忙しいから。 (But I'm busy.)
絶対,zettai,absolutely; definitely,絶対に (absolutely)
伝える,tsutaeru,to convey; to tell,情報を伝える。 (Convey information.)
結婚,kekkon,marriage,結婚する (to marry)
社長,shachou,company president,社長に会う。 (Meet the president.)
守る,mamoru,to protect; to keep,約束を守る。 (Keep a promise.)
体験,taiken,experience,体験する (to experience)
基準,kijun,standard; criterion,基準を満たす。 (Meet the standard.)
発言,hatsugen,statement; remark,発言する (to state)
深い,fukai,deep,深い海 (deep sea)
住む,sumu,to live,東京に住む。 (Live in Tokyo.)
都市,toshi,city,大都市 (large city)
ぞ,zo,sentence ending (emphasis),行くぞ！ (Let's go!)
親,oya,parent,親に会う。 (Meet parents.)
機会,kikai,opportunity; chance,機会がある。 (Have an opportunity.)
展開,tenkai,development; expansion,展開する (to develop)
ほしい,hoshii,want,本が欲しい。 (I want a book.)
授業,jugyou,class; lesson,授業がある。 (There's a class.)
デザイン,dezain,design,デザインする (to design)
火,hi,fire,火をつける。 (Light a fire.)
自体,jitai,itself,それ自体 (that itself)
興味,kyoumi,interest,興味がある。 (Have interest.)
掲載,keisai,publication,掲載する (to publish)
含める,fukumu,to include,これを含める。 (Include this.)
編集,henshuu,editing,編集する (to edit)
選択,sentaku,choice; selection,選択する (to choose)
いわゆる,iwayuru,so-called,いわゆる (so-called)
信じる,shinjiru,to believe,信じる (to believe)
もん,mon,thing (casual),いいもん。 (Good thing.)
週間,shuukan,week,一週間 (one week)
負担,futan,burden,負担が重い。 (Heavy burden.)
文字,moji,character; letter,文字を書く。 (Write characters.)
最大,saidai,maximum; largest,最大限 (maximum)
無料,muryou,free; no charge,無料です。 (It's free.)
相談,soudan,consultation,相談する (to consult)
注意,chuui,attention; caution,注意する (to pay attention)
ホテル,hoteru,hotel,ホテルに泊まる。 (Stay at a hotel.)
まったく,mattaku,completely; entirely,全く違う。 (Completely different.)
株,kabu,stock; share,株を買う。 (Buy stocks.)
思える,omoeru,seems; can think,そう思える。 (I can think so.)
全部,zenbu,all; everything,全部終わった。 (Everything is finished.)
しっかり,shikkari,firmly; properly,しっかりする。 (Do it properly.)
開始,kaishi,start; beginning,開始する (to start)
上がる,agaru,to go up; to rise,階段を上がる。 (Go up stairs.)
身,mi,body; oneself,身を守る。 (Protect oneself.)
イベント,ibento,event,イベントに参加する。 (Participate in an event.)
分析,bunseki,analysis,分析する (to analyze)
アクセス,akusesu,access,アクセスする (to access)
同時に,douji ni,at the same time,同時に始める。 (Start at the same time.)
詳細,shousai,details,詳細を確認する。 (Check details.)
合う,au,to match; to fit,サイズが合う。 (Size fits.)
動く,ugoku,to move,動く (to move)
える,eru,to get; to obtain,情報を得る。 (Get information.)
先ほど,sakihodo,a while ago,先ほど会った。 (I met you a while ago.)
派,ha,faction; school,保守派 (conservative faction)
アップ,appu,up; increase,アップする (to increase)
将来,shourai,future,将来の夢 (future dream)
予算,yosan,budget,予算がある。 (Have a budget.)
愛,ai,love,愛する (to love)
目標,mokuhyou,goal; target,目標を立てる。 (Set a goal.)
台,dai,counter for machines,一台 (one unit)
通信,tsuushin,communication,通信する (to communicate)
比べる,kuraberu,to compare,比べる (to compare)
プログラム,puroguramu,program,プログラムを作る。 (Create a program.)
させる,saseru,to make do; to let do,食べさせる。 (Make someone eat.)
分野,bun'ya,field; area,専門分野 (specialized field)
ちなみに,chinami ni,by the way,ちなみに (by the way)
花,hana,flower,花が咲く。 (Flowers bloom.)
向ける,mukeru,to direct; to turn,注意を向ける。 (Direct attention.)
国内,kokunai,domestic; within country,国内旅行 (domestic travel)
土,tsuchi,soil; earth,土を耕す。 (Till the soil.)
時刻,jikoku,time; moment,時刻表 (timetable)
つ,tsu,counter for items,一つ (one)
そのまま,sono mama,as is; unchanged,そのまま (as is)
逆,gyaku,reverse; opposite,逆に (on the contrary)
発見,hakken,discovery,発見する (to discover)
とにかく,tonikaku,anyway; at any rate,とにかく行く。 (I'll go anyway.)
きる,kiru,to cut; to wear,紙を切る。 (Cut paper.)
最高,saikou,best; highest,最高だ。 (It's the best.)
頑張る,ganbaru,to do one's best,頑張る！ (Do your best!)
為,tame,for; sake,健康のために (for health)
覚える,oboeru,to remember; to learn,覚える (to remember)
利益,rieki,profit; benefit,利益がある。 (There's profit.)
どちら,dochira,which; where,どちらですか？ (Which one?)
小,shou,small,小さい (small)
銀行,ginkou,bank,銀行に行く。 (Go to the bank.)
終了,shuuryou,end; termination,終了する (to end)
事務,jimu,office work,事務所 (office)
出版,shuppan,publication,出版する (to publish)
連絡,renraku,contact; communication,連絡する (to contact)
正しい,tadashii,correct; right,正しい答え (correct answer)
プロ,puro,professional,プロの選手 (professional player)
大会,taikai,tournament; convention,大会に参加する。 (Participate in tournament.)
練習,renshuu,practice,練習する (to practice)
様々,samazama,various,様々な人 (various people)
娘,musume,daughter,娘がいる。 (Have a daughter.)
州,shuu,state; province,カリフォルニア州 (California state)
こうした,kou shita,such; this kind of,こうした問題 (such problems)
ファン,fan,fan,ファンが多い。 (Many fans.)
同様,douyou,same; similar,同様に (similarly)
小さな,chiisana,small,小さな家 (small house)
大阪,oosaka,Osaka,大阪に行く。 (Go to Osaka.)
共通,kyoutsuu,common; shared,共通点 (common point)
つもり,tsumori,intention; plan,行くつもり。 (I plan to go.)
現代,gendai,modern times,現代社会 (modern society)
被害,higai,damage; harm,被害を受ける。 (Suffer damage.)
住宅,juutaku,housing; residence,住宅を買う。 (Buy a house.)
選挙,senkyo,election,選挙に行く。 (Go to vote.)
とともに,to tomo ni,together with,友達とともに (together with friends)
新た,arata,new; fresh,新たな計画 (new plan)
大事,daiji,important; serious,大事なこと (important thing)
あたり,atari,around; vicinity,駅のあたり (around the station)
ろ,ro,sentence ending,行くろ。 (I'll go.)
安い,yasui,cheap; inexpensive,安い本 (cheap book)
山,yama,mountain,山に登る。 (Climb a mountain.)
批判,hihan,criticism,批判する (to criticize)
報道,houdou,report; news coverage,報道する (to report)
動き,ugoki,movement; trend,動きがある。 (There's movement.)
心配,shinpai,worry; concern,心配する (to worry)
見つける,mitsukeru,to find,仕事を見つける。 (Find work.)
本日,honjitsu,today (formal),本日は (today [formal])
残念,zannen,regrettable; unfortunate,残念です。 (That's unfortunate.)
なお,nao,furthermore; still,なお、 (furthermore,)
クリック,kurikku,click,クリックする (to click)
小さい,chiisai,small,小さい家 (small house)
業界,gyoukai,industry,業界で働く。 (Work in the industry.)
相当,soutou,considerable; equivalent,相当な金額 (considerable amount)
どれ,dore,which,どれがいい？ (Which is good?)
議員,giin,member of parliament,議員を選ぶ。 (Elect a member.)
業務,gyoumu,business; work,業務を行う。 (Conduct business.)
なか,naka,inside; middle,家の中 (inside the house)
章,shou,chapter,第一章 (chapter 1)
調べる,shiraberu,to investigate; to check,調べる (to investigate)
攻撃,kougeki,attack,攻撃する (to attack)
思い,omoi,thought; feeling,思いがある。 (Have feelings.)
スポーツ,supootsu,sports,スポーツをする。 (Play sports.)
メンバー,menbaa,member,メンバーになる。 (Become a member.)
世紀,seiki,century,21世紀 (21st century)
演奏,ensou,performance,演奏する (to perform)
家庭,katei,home; family,家庭を持つ。 (Have a family.)
直接,chokusetsu,direct,直接会う。 (Meet directly.)
ところが,tokoroga,however; but,ところが、違った。 (However, it was different.)
聴く,kiku,to listen,音楽を聴く。 (Listen to music.)
構成,kousei,composition; structure,構成する (to compose)
文章,bunshou,sentence; text,文章を書く。 (Write a text.)
案,an,plan; proposal,案がある。 (Have a plan.)
異なる,kotonaru,to differ,異なる (to differ)
驚く,odoroku,to be surprised,驚く (to be surprised)
希望,kibou,hope; wish,希望がある。 (Have hope.)
もと,moto,origin; base,元気 (healthy)
記憶,kioku,memory,記憶がある。 (Have a memory.)
方々,katagata,people (polite),皆様方々 (everyone [polite])
取引,torihiki,transaction; trade,取引する (to trade)
美しい,utsukushii,beautiful,美しい花 (beautiful flower)
加える,kuwaeru,to add,加える (to add)
市民,shimin,citizen,市民の権利 (citizen's rights)
超,chou,super; ultra,超速い (super fast)
とおり,toori,as; way,この通り (this way)
資金,shikin,funds; capital,資金を集める。 (Raise funds.)
メディア,media,media,メディアで見る。 (See on media.)
友達,tomodachi,friend,友達がいる。 (Have a friend.)
危険,kiken,danger,危険だ。 (It's dangerous.)
運営,un'ei,management; operation,運営する (to manage)
導入,dounyuu,introduction; adoption,導入する (to introduce)
予想,yosou,prediction; expectation,予想する (to predict)
ファイル,fairu,file,ファイルを開く。 (Open a file.)
いずれ,izure,eventually; sooner or later,いずれ分かる。 (You'll understand eventually.)
モデル,moderu,model,モデルになる。 (Become a model.)
必ず,kanarazu,always; certainly,必ず来る。 (Will definitely come.)
たとえば,tatoeba,for example,例えば (for example)
答える,kotaeru,to answer,質問に答える。 (Answer a question.)
発売,hatsubai,sale; release,発売する (to release)
はっきり,hakkiri,clearly,はっきり言う。 (Say clearly.)
寝る,neru,to sleep,寝る (to sleep)
目指す,mezasu,to aim for,目標を目指す。 (Aim for a goal.)
話題,wadai,topic; subject,話題になる。 (Become a topic.)
建築,kenchiku,construction; architecture,建築する (to build)
印象,inshou,impression,印象が良い。 (Good impression.)
詳しい,kuwashii,detailed; familiar,詳しい説明 (detailed explanation)
課題,kadai,task; issue,課題がある。 (There's an issue.)
事故,jiko,accident,事故が起きた。 (An accident occurred.)
